id;name;ca;town;status;type;numVictims;lat;long
521;Fosa Nº 21 del Cementerio Municipal de Alicante;Comunitat Valenciana;Alicante/Alacant;NO INTERVENIDA;FUSILAMIENTO;19;38.35252;-0.4824294
522;Fosa Nº 22 del Cementerio Municipal de Alicante;Comunitat Valenciana;Alicante/Alacant;NO INTERVENIDA;FUSILAMIENTO;29;38.35252;-0.4824294
523;Fosa Nº del Cementerio Municipal de Alicante;Comunitat Valenciana;Alicante/Alacant;NO INTERVENIDA;FUSILAMIENTO;12;38.35252;-0.4824294
524;Fosa Nº 24 del Cementerio Municipal de Alicante;Comunitat Valenciana;Alicante/Alacant;NO INTERVENIDA;FUSILAMIENTO;35;38.35252;-0.4824294
525;Fosa Nº 25 del Cementerio Municipal de Alicante;Comunitat Valenciana;Alicante/Alacant;NO INTERVENIDA;FUSILAMIENTO;36;38.35252;-0.4824294
526;Fosa Nº 26 del Cementerio Municipal de Alicante;Comunitat Valenciana;Alicante/Alacant;NO INTERVENIDA;FUSILAMIENTO;1;38.35252;-0.4824294
527;Cementerio de San Rafael;Andalucía;Málaga;EXHUMADA TOTAL;OTRO;0;36.72162;-4.422077
528;5 fosas en el Cementerio de San Fernando de Sevilla;Andalucía;Sevilla;NO INTERVENIDA;OTRO;0;37.38743;-5.9911723
529;Fosa 1;Andalucía;Alanís;EXHUMADA TOTAL;FUSILAMIENTO;14;38.039143;-5.711861
530;Fosa en la finca "Los Coscojales";Andalucía;Alanís;DESAPARECIDA;FUSILAMIENTO;14;38.039143;-5.7118635
531;Fosa de la Fuente Pilarejos;Andalucía;Alanís;NO INTERVENIDA;FUSILAMIENTO;0;38.03914;-5.7118635
532;Fosa guerrillera nº 1 en el Cementerio de Alanís;Andalucía;Alanís;NO INTERVENIDA;GUERRILLERA;1;38.039143;-5.711861
533;Fosa 7;Andalucía;Alanís;NO INTERVENIDA;GUERRILLERA;1;38.039143;-5.711861
534;Fosa de los cinco de Otero en el paraje Cepones;Castilla y León;Losa, La;EXHUMADA TOTAL;;5;40.854866;-4.1626472
535;Fosa 1 de Bercial de Zapardiel;Castilla y León;Bercial de Zapardiel;EXHUMADA TOTAL;FUSILAMIENTO;4;41.047726;-4.9679475
536;Fosa en el Cementerio de Santaella;Andalucía;Santaella;EXHUMADA TOTAL;FUSILAMIENTO;0;37.56619;-4.8433003
537;Finca  "El Toril" en la localidad de Velada (Toledo), carretera C-502;Castilla-La Mancha;Velada;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;3;39.98103;-4.977394
538;Fosas en 'La Pradera Baja de Santa Teresa';Castilla-La Mancha;Alcaudete de la Jara;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;0;39.78871;-4.867361
539;El Casar de Talavera (llamado también "El Casar del Ciego");Castilla-La Mancha;Talavera de la Reina;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;2;39.96181;-4.8310885
540;Dentro de la Dehesa de Navalcán;Castilla-La Mancha;Navalcán;;REPRESALIA EN RETAGUARDIA;0;40.07136;-5.09162
541;Fosa bajo las aguas del pantano de Navalcán;Castilla-La Mancha;Navalcán;DESAPARECIDA;REPRESALIA EN RETAGUARDIA;0;40.07136;-5.0916195
542;Fosas cementerio municipal de San José;Comunitat Valenciana;Castellón de la Plana/Castelló de la Plana;NO INTERVENIDA;EJECUCION;887;39.986286;-0.042886112
543;Fosa de Alberite de San Juan;Aragón;Alberite de San Juan;EXHUMADA PARCIAL;FUSILAMIENTO;2;41.821312;-1.4702694
544;Campo del Abejar;Aragón;Aladrén;NO INTERVENIDA;LUCHA ARMADA;0;41.250164;-1.1548778
545;Fosa en el cementerio de Aladrén;Aragón;Aladrén;NO INTERVENIDA;LUCHA ARMADA;6;41.250164;-1.1548778
546;Fosa en el cementerio de Aladrén;Aragón;Aladrén;NO INTERVENIDA;FUSILAMIENTO;4;41.250164;-1.1548778
547;Fosa del cementerio de Alagón;Aragón;Alagón;NO INTERVENIDA;FUSILAMIENTO;79;41.771545;-1.1207583
548;Fosa del cementerio de Alfajarín;Aragón;Alfajarín;NO INTERVENIDA;FUSILAMIENTO;25;41.616505;-0.7022194
549;Fosas del cementerio de Alfamén;Aragón;Alfamén;NO INTERVENIDA;FUSILAMIENTO;5;41.440228;-1.2422639
550;Fosa de Alhama de Aragón;Aragón;Alhama de Aragón;DESAPARECIDA;FUSILAMIENTO;4;41.298805;-1.8922083
551;Fosa de Alhama de Aragón;Aragón;Alhama de Aragón;DESAPARECIDA;FUSILAMIENTO;0;41.298805;-1.8922075
552;Fosa de Alhama de Aragón;Aragón;Alhama de Aragón;DESAPARECIDA;FUSILAMIENTO;0;42.298805;-1.8922075
553;Fosa de Alhama de Aragón;Aragón;Alhama de Aragón;DESAPARECIDA;FUSILAMIENTO;0;41.298805;-1.8922075
554;Fosa de Alhama de Aragón;Aragón;Alhama de Aragón;DESAPARECIDA;FUSILAMIENTO;0;42.298805;-1.8922075
555;Fosa de Alhama de Aragón;Aragón;Alhama de Aragón;DESAPARECIDA;FUSILAMIENTO;0;41.298805;-1.8922075
556;Fosa de Alhama de Aragón;Aragón;Alhama de Aragón;DESAPARECIDA;FUSILAMIENTO;0;42.298805;-1.8922075
557;Fosa de Alhama de Aragón;Aragón;Alhama de Aragón;DESAPARECIDA;FUSILAMIENTO;0;41.298805;-1.8922075
558;Fosa común del cementerio de Zuera;Aragón;Zuera;DESAPARECIDA;EJECUCION;193;41.871456;-0.7888944
559;Fosa en el cementerio de Agón;Aragón;Agón;DESAPARECIDA;FUSILAMIENTO;2;41.85681;-1.4512334
560;Fosa del cementerio de Cariñena;Aragón;Cariñena;NO INTERVENIDA;EJECUCION;6;41.339092;-1.2252667
561;Fosa en Aguilón;Aragón;Aguilón;DESAPARECIDA;LUCHA ARMADA;0;41.296085;-1.0449055
562;Fosas en los montes que rodean Aladrén;Aragón;Aladrén;DESAPARECIDA;LUCHA ARMADA;0;41.250164;-1.1548778
563;Fosa en el cementerio de Almonacid de la Cuba;Aragón;Almonacid de la Cuba;NO INTERVENIDA;FUSILAMIENTO;3;41.281597;-0.7916195
564;Fosa de Almonacid de la Sierra;Aragón;Almonacid de la Sierra;EXHUMADA TOTAL;FUSILAMIENTO;12;41.398182;-1.3217444
565;Fosa en la partida de La Tejera;Aragón;Alpartir;NO INTERVENIDA;FUSILAMIENTO;2;41.422462;-1.3815472
566;Fosa en la partida de El Villar;Aragón;Alpartir;NO INTERVENIDA;FUSILAMIENTO;0;41.422462;-1.3815472
567;Fosa en Aluenda;Aragón;Frasno, El;NO INTERVENIDA;ACCION BELICA DISTINTA;0;41.396576;-1.5195416
568;Fosas del "Campo de los Muertos" en Movera;Aragón;Zaragoza;EXHUMADA TOTAL;EJECUCION;101;41.649075;-0.8222
569;Fosas en Aranda de Moncayo;Aragón;Aranda de Moncayo;EXHUMADA TOTAL;FUSILAMIENTO;72;41.5788;-1.790875
570;Fosa en la partida de Las Planas;Aragón;Arándiga;EXHUMADA TOTAL;FUSILAMIENTO;8;41.511425;-1.4997556
571;Fosa en el cementerio de Ardisa;Aragón;Ardisa;NO INTERVENIDA;FUSILAMIENTO;6;42.202255;-0.7574083
572;Fosa en el cementerio de Ateca;Aragón;Ateca;NO INTERVENIDA;FUSILAMIENTO;0;41.331585;-1.793068
573;Fosa en la partida del Coladillo;Aragón;Ateca;DESAPARECIDA;FUSILAMIENTO;0;41.331585;-1.7930694
574;Fosa de la Fuente de Uñate;Aragón;Ateca;NO INTERVENIDA;FUSILAMIENTO;2;41.331585;-1.7930694
575;Fosa en el cementerio de Azuara (1);Aragón;Azuara;NO INTERVENIDA;LUCHA ARMADA;0;41.258274;-0.8681945
576;Fosa en el cementerio de Azuara (2);Aragón;Azuara;NO INTERVENIDA;EJECUCION;2;41.258274;-0.8681945
577;Fosa en el cementerio de Azuara (3);Aragón;Azuara;NO INTERVENIDA;FUSILAMIENTO;2;41.258274;-0.8681945
578;Fosa de la "Tía Platera";Aragón;Azuara;NO INTERVENIDA;OTRO;0;41.258274;-0.86819446
579;Fosa en la carretera de Zaragoza;Aragón;Azuara;NO INTERVENIDA;FUSILAMIENTO;0;41.258274;-0.86819446
580;Fosa en el cementerio de Benageber;Comunitat Valenciana;Benagéber;EXHUMADA TOTAL;GUERRILLERA;8;39.708176;-1.0994695
581;Fosa en cementerio de Albalats dels Tarongers;Comunitat Valenciana;Albalat dels Tarongers;EXHUMADA TOTAL;EJECUCION;9;39.70406;-0.3360278
582;Fosa común en la playa de Moncofa;Comunitat Valenciana;Moncofa;NO INTERVENIDA;FUSILAMIENTO;11;39.809147;-0.1451
583;Fosa en Bardallur;Aragón;Bardallur;EXHUMADA TOTAL;FUSILAMIENTO;0;41.685604;-1.2097675
584;Fosa en Belchite en la nave lateral de la Iglesia de San Martín;Aragón;Belchite;NO INTERVENIDA;OTRO;0;41.307446;-0.7543157
585;Fosa del Trujal;Aragón;Belchite;NO INTERVENIDA;LUCHA ARMADA;0;41.307446;-0.7543167
586;Fosa en el lateral izquierdo del cementerio de Belchite;Aragón;Belchite;NO INTERVENIDA;LUCHA ARMADA;0;41.307446;-0.7543157
587;Fosa en el lateral derecho del cementerio de Belchite;Aragón;Belchite;NO INTERVENIDA;LUCHA ARMADA;0;41.307446;-0.7543157
588;Fosa en el Cementerio de Biel;Aragón;Biel;NO INTERVENIDA;FUSILAMIENTO;8;42.387943;-0.9348417
589;Fosa en Bisimbre;Aragón;Bisimbre;EXHUMADA TOTAL;FUSILAMIENTO;0;41.857403;-1.4417013
590;Fosa en Boquiñeni;Aragón;Boquiñeni;DESAPARECIDA;FUSILAMIENTO;0;41.84878;-1.2499722
591;Fosa en el cementerio de Botorrita;Aragón;Botorrita;DESAPARECIDA;OTRO;0;41.50838;-1.0295441
592;Fosa común en el cementerio de Borja;Aragón;Borja;DESAPARECIDA;FUSILAMIENTO;0;41.835358;-1.5319545
593;Fosa en el cementerio de Brea de Aragón;Aragón;Brea de Aragón;DESAPARECIDA;FUSILAMIENTO;9;41.525753;-1.6000999
594;Fosas en el antiguo cementerio de Bureta;Aragón;Bureta;NO INTERVENIDA;FUSILAMIENTO;0;41.817486;-1.4872139
595;Fosa en el cementerio de Calcena;Aragón;Calcena;NO INTERVENIDA;FUSILAMIENTO;1;41.65637;-1.7173694
596;Gran fosa del cementerio de Calatayud;Aragón;Calatayud;EXHUMADA TOTAL;FUSILAMIENTO;0;41.355587;-1.6432004
597;Fosa en el Barranco de la Bartolina;Aragón;Calatayud;NO INTERVENIDA;FUSILAMIENTO;0;41.355587;-1.6432
598;Fosa próxima a la vieja estación donde llegaban las vagonetas de la mina;Aragón;Calatayud;EXHUMADA TOTAL;FUSILAMIENTO;2;41.355583;-1.6432
599;Fosa en el barranco Cartasogas;Aragón;Calatayud;NO INTERVENIDA;FUSILAMIENTO;2;41.355587;-1.6432
600;Fosa en el paraje de San Ramón;Aragón;Calatayud;NO INTERVENIDA;FUSILAMIENTO;1;41.355587;-1.6432
601;Fosa en la carretera de Calatayud a Soria;Aragón;Calatayud;NO INTERVENIDA;FUSILAMIENTO;1;41.355587;-1.6432
602;Fosa en el cementerio de Caspe;Aragón;Caspe;NO INTERVENIDA;FUSILAMIENTO;0;41.238167;-0.04081389
603;Fosa en la Toca;Aragón;Cetina;EXHUMADA TOTAL;FUSILAMIENTO;0;41.292713;-1.9633695
604;Fosa en la fachada del cementerio de Codo;Aragón;Codo;NO INTERVENIDA;LUCHA ARMADA;0;41.333836;-0.6996389
605;Fosa junto a la ermita del Calvario;Aragón;Codo;EXHUMADA TOTAL;LUCHA ARMADA;0;41.333836;-0.6996389
606;Fosa en el cementerio de Cosuenda;Aragón;Cosuenda;NO INTERVENIDA;FUSILAMIENTO;13;41.36718;-1.2962389
607;Cementerio de Adahuesca;Aragón;Adahuesca;NO INTERVENIDA;;2;42.144855;-0.0067926
608;Fosa en Cincovillas;Castilla-La Mancha;Cincovillas;EXHUMADA TOTAL;FUSILAMIENTO;3;41.20608;-2.816561
609;Fosa junto al cementerio de Huerva;Aragón;Cuarte de Huerva;NO INTERVENIDA;DESCONOCIDO;0;41.591717;-0.92863613
610;Fosa en el Campo de los Canteros;Aragón;Cuarte de Huerva;DESAPARECIDA;LUCHA ARMADA;0;41.591717;-0.92863613
611;Fosa en la margen izq. Del barranco de la Carrilanga;Aragón;Daroca;DESAPARECIDA;FUSILAMIENTO;0;41.11576;-1.4135222
612;Campo de Blasico;Aragón;Agüero;EXHUMADA TOTAL;FUSILAMIENTO;12;42.356033;-0.79322505
613;Cementerio de Agüero;Aragón;Agüero;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;3;42.356033;-0.79322505
614;Fosa el el lateral dcho. del barranco de la Carrilanga;Aragón;Daroca;DESAPARECIDA;FUSILAMIENTO;0;41.11576;-1.4135222
615;Fosa en el cementerio de Ejea de los Caballeros;Aragón;Ejea de los Caballeros;NO INTERVENIDA;FUSILAMIENTO;104;42.12844;-1.1368583
616;Fosa 1 Partida de Las Viñas carretera A-1234 Fraga-Monzón;Aragón;Albalate de Cinca;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;16;41.722637;0.1460889
617;Fosa Camino de Albalatillo a Los Piconetes-Granja;Aragón;Albalatillo;NO INTERVENIDA;ACCION BELICA DISTINTA;2;41.737152;-0.1502545
618;Fosa de El Frago;Aragón;Frago, El;EXHUMADA TOTAL;FUSILAMIENTO;6;42.27304;-0.9301111
619;Fosa en el cementerio de Épila;Aragón;Epila;NO INTERVENIDA;FUSILAMIENTO;0;41.601105;-1.2793
620;2 Fosas en el cementerio de Erla;Aragón;Erla;NO INTERVENIDA;FUSILAMIENTO;0;42.11801;-0.9478667
621;El Pocico- Canal de los Monegros;Aragón;Alcalá de Gurrea;DESAPARECIDA;;17;42.06796;-0.6839465
622;Fosa en el antiguo cementerio de Escatrón;Aragón;Escatrón;EXHUMADA TOTAL;FUSILAMIENTO;2;41.29279;-0.32194167
623;Cementerio de Alcalá del Obispo;Aragón;Alcalá del Obispo;NO INTERVENIDA;;5;42.078228;-0.28975278
624;Fosa junto al cementerio de Fabara;Aragón;Fabara;DESAPARECIDA;LUCHA ARMADA;0;41.178368;0.16986111
625;Fosa en el cementerio de Farasdués;Aragón;Ejea de los Caballeros;DESAPARECIDA;FUSILAMIENTO;4;42.224483;-1.0977945
626;Fosa en el Cementerio de Alcampell;Aragón;Alcampell;NO INTERVENIDA;FUSILAMIENTO;24;41.906384;0.4332611
627;Fosa de Las Planas;Aragón;Alcolea de Cinca;NO INTERVENIDA;EJECUCION;15;41.72192;0.11727222
628;Fosa en el cementerio de Farlete;Aragón;Farlete;NO INTERVENIDA;ACCION BELICA DISTINTA;7;41.682823;-0.5052417
629;Fosa en el cementerio de Farlete  señalizada con una piedra;Aragón;Farlete;NO INTERVENIDA;LUCHA ARMADA;0;41.682823;-0.5052417
630;Fosa de Fayón;Aragón;Fayón;DESAPARECIDA;LUCHA ARMADA;0;41.240818;0.3336111
631;Fosa en el cementerio de Figueruelas;Aragón;Figueruelas;TRASLADADA AL VALLE DE LOS CAÍDOS;FUSILAMIENTO;0;41.767906;-1.1743972
632;Fosa en el término de Fombuena;Aragón;Fombuena;NO INTERVENIDA;FUSILAMIENTO;1;41.145363;-1.1914195
633;Fosa en el cementerio de Fréscano;Aragón;Fréscano;EXHUMADA PARCIAL;FUSILAMIENTO;3;41.87524;-1.4484973
634;Fosa en el cementerio de Fuendejalón;Aragón;Fuendejalón;NO INTERVENIDA;FUSILAMIENTO;1;41.760975;-1.4705
635;Fosa en el monte de Fuendetodos;Aragón;Fuendetodos;NO INTERVENIDA;LUCHA ARMADA;0;41.34366;-0.9577916
636;Fosa en Fuentes de Jiloca;Aragón;Fuentes de Jiloca;EXHUMADA TOTAL;FUSILAMIENTO;2;41.2297;-1.5354472
637;Fosa del cementerio viejo de Gallur;Aragón;Gallur;EXHUMADA TOTAL;FUSILAMIENTO;0;41.869545;-1.3130833
638;Fosa en el Cementerio de Alcubierre-1;Aragón;Alcubierre;NO INTERVENIDA;LUCHA ARMADA;1;41.808357;-0.451625
639;Cementerio de Alcubierre-2;Aragón;Alcubierre;NO INTERVENIDA;LUCHA ARMADA;3;41.808357;-0.4516247
640;Cementerio viejo de Aniés;Aragón;Sotonera, La;NO INTERVENIDA;;8;42.259895;-0.5511
641;Fosa de la carretera a Pertusa;Aragón;Antillón;DESAPARECIDA;FUSILAMIENTO;8;42.036728;-0.1598502
642;Fosa de la Venta de la María;Aragón;Gelsa;NO INTERVENIDA;FUSILAMIENTO;0;41.40805;-0.46016112
643;Fosa del cementerio de Apiés;Aragón;Huesca;NO INTERVENIDA;EJECUCION;20;42.13866;-0.41058612
644;Fosa en el barranco de Baldaroque;Aragón;Godojos;DESAPARECIDA;FUSILAMIENTO;0;41.269253;-1.8634583
645;Fosa en el cementerio de Gotor;Aragón;Gotor;NO INTERVENIDA;FUSILAMIENTO;4;41.547493;-1.6481861
646;Fosa en la partida de El Muril, en las riberas del río Aranda;Aragón;Gotor;NO INTERVENIDA;FUSILAMIENTO;1;41.547493;-1.6481861
647;Fosa en el cementerio de Herrera de los Navarros;Aragón;Herrera de los Navarros;NO INTERVENIDA;FUSILAMIENTO;25;41.210674;-1.0808473
648;Fosa en Las Planas;Aragón;Huermeda;NO INTERVENIDA;FUSILAMIENTO;0;;
649;Cementerio de Argavieso-1;Aragón;Argavieso;NO INTERVENIDA;LUCHA ARMADA;0;42.054077;-0.2774889
650;Fosa en el cauce del Barranco de San Daniel;Aragón;Ibdes;NO INTERVENIDA;FUSILAMIENTO;7;41.218056;-1.8329722
651;Cementerio de Argavieso-2;Aragón;Argavieso;NO INTERVENIDA;ACCION BELICA DISTINTA;1;42.054077;-0.2774893
652;Fosa en el cementerio de Illueca;Aragón;Illueca;EXHUMADA TOTAL;FUSILAMIENTO;19;41.539577;-1.626175
653;Cementerio de Arto;Aragón;Sabiñánigo;NO INTERVENIDA;;0;42.450146;-0.41403612
654;Fosa en la partida de Valhondo;Aragón;Inoges;NO INTERVENIDA;FUSILAMIENTO;4;;
655;Fosa en vértice carreteras a Navasa y Sabiñánigo;Aragón;Sabiñánigo;NO INTERVENIDA;;0;42.450146;-0.41403612
656;Fosa en la partida de Pauliso;Aragón;Frasno, El;NO INTERVENIDA;FUSILAMIENTO;1;41.38027;-1.4626944
657;Fosa Finca campo de Miramont;Aragón;Asso-Veral;NO INTERVENIDA;;0;;
658;Fosa Finca campo de Miramont;Aragón;Asso-Veral;NO INTERVENIDA;;0;;
659;Fosa de Asso-Veral;Aragón;Sigüés;NO INTERVENIDA;FUSILAMIENTO;6;42.61881;-0.92605835
660;Cementerio de Ayerbe-1;Aragón;Ayerbe;NO INTERVENIDA;;0;42.276512;-0.68784165
661;Cementerio de Ayerbe-2;Aragón;Ayerbe;EXHUMADA TOTAL;;6;42.276512;-0.68784165
662;Cementerio de Badaín;Aragón;Badain;NO INTERVENIDA;GUERRILLERA;0;42.55009;0.18328612
663;Fosa en la parte derecha del cementerio de Jarque de Moncayo;Aragón;Jarque;NO INTERVENIDA;FUSILAMIENTO;2;41.556812;-1.6749722
664;Fosa en el cementerio de Jarque de Moncayo.- 2;Aragón;Jarque;NO INTERVENIDA;FUSILAMIENTO;9;41.55681;-1.6749723
665;Cementerio de Banaguas;Aragón;Jaca;NO INTERVENIDA;;1;42.966667;-0.96666664
666;Fosa en el cementerio de la Almunia de Doña Godina;Aragón;Almunia de Doña Godina, La;NO INTERVENIDA;FUSILAMIENTO;8;41.478188;-1.373575
667;Cementerio de Bandaliés;Aragón;Loporzano;NO INTERVENIDA;ACCION BELICA DISTINTA;0;42.163887;-0.29777777
668;Fosa en los Almendros de Solans;Aragón;Muela, La;NO INTERVENIDA;FUSILAMIENTO;0;41.580544;-1.1167139
669;Fosa en el cementerio de la Muela;Aragón;Muela, La;NO INTERVENIDA;FUSILAMIENTO;4;41.580544;-1.1167139
670;Fosa en el Cementerio de Barbastro-1;Aragón;Barbastro;NO INTERVENIDA;FUSILAMIENTO;1;42.036396;0.12483333
671;Cementerio de Barbastro-2;Aragón;Barbastro;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;0;42.036396;0.12483333
672;Fosa de Belsierre;Aragón;Puértolas;DESAPARECIDA;LUCHA ARMADA;0;42.549;0.133921
673;Cementerio de Benabarre-1;Aragón;Benabarre;NO INTERVENIDA;FUSILAMIENTO;4;42.107857;0.4831929
674;Cementerio de Benabarre-2;Aragón;Benabarre;NO INTERVENIDA;FUSILAMIENTO;2;42.107853;0.48319167
675;Cementerio de Benabarre-3;Aragón;Benabarre;NO INTERVENIDA;;0;42.107857;0.4831929
676;Fosa en el Cementerio de Benabarre-4;Aragón;Benabarre;NO INTERVENIDA;EJECUCION;9;42.107857;0.48319167
677;Cementerio de Benasque-1;Aragón;Benasque;NO INTERVENIDA;EJECUCION;0;42.606728;0.5241426
678;Fosa en el cementerio de la Puebla de Albortón;Aragón;Puebla de Albortón;NO INTERVENIDA;FUSILAMIENTO;14;41.386803;-0.85395557
679;Cementerio de Benasque-2;Aragón;Benasque;NO INTERVENIDA;;0;42.606728;0.5241426
680;Fosa en el cementerio de La Puebla de Albortón .-2;Aragón;Puebla de Albortón;NO INTERVENIDA;LUCHA ARMADA;0;41.386803;-0.85395557
681;Cementerio de Benasque-3;Aragón;Benasque;NO INTERVENIDA;GUERRILLERA;0;42.606728;0.5241426
682;Fosa en el cementerio de La Almolda;Aragón;Almolda, La;NO INTERVENIDA;FUSILAMIENTO;20;41.554447;-0.20985278
683;Cementerio de Bernués;Aragón;Jaca;NO INTERVENIDA;;0;42.479076;-0.5852778
684;Cementerio de Biscarrués;Aragón;Biscarrués;NO INTERVENIDA;;4;42.22823;-0.7504302
685;Fosa junto al arroyo en la salida a Ardisa;Aragón;Biscarrués;NO INTERVENIDA;;2;42.22823;-0.7504302
686;Fosa en la cuneta de la carretera 377 en la partida de Carralasollas.- 1;Aragón;Langa del Castillo;NO INTERVENIDA;FUSILAMIENTO;0;41.21327;-1.39745
687;Fosa en la cuneta de la carretera 377 en la partida de Carralasollas.- 2;Aragón;Langa del Castillo;NO INTERVENIDA;FUSILAMIENTO;1;41.21327;-1.39745
688;Campo de Sanchón;Aragón;Boltaña;NO INTERVENIDA;LUCHA ARMADA;0;42.44652;0.0696642
689;Cementerio de Caldearenas;Aragón;Caldearenas;NO INTERVENIDA;;0;42.398434;-0.4988204
690;Cementerio de Callén;Aragón;Grañén;NO INTERVENIDA;;1;41.993587;-0.3645861
691;Fosa en Cementerio de Candasnos;Aragón;Candasnos;NO INTERVENIDA;ACCION BELICA DISTINTA;2;41.50355;0.06469167
692;Cementerio de Capdesaso;Aragón;Capdesaso;DESAPARECIDA;;0;41.84464;-0.1816157
693;Fosa de la "masada de Blásez";Aragón;Castejón de Monegros;NO INTERVENIDA;;2;41.619106;-0.2394695
694;Fosa de la carrasca de Becha;Aragón;Chimillas;NO INTERVENIDA;LUCHA ARMADA;0;42.172234;-0.45013332
695;Fosa en cementerio de Colungo;Aragón;Colungo;NO INTERVENIDA;GUERRILLERA;1;42.173084;0.06417222
696;Fosa en el paraje La Lobera en Aranda de Duero;Castilla y León;Aranda de Duero;EXHUMADA TOTAL;;0;41.673187;-3.6847334
697;Fosa en el paraje Monte Costaján en Aranda de Duero;Castilla y León;Aranda de Duero;EXHUMADA TOTAL;;0;41.673187;-3.6847334
698;Fosa por el apeadero de Arconada;Castilla y León;Carcedo de Bureba;EXHUMADA TOTAL;;1;42.578167;-3.4985168
699;Fosa en el paraje La Penilla-Covanera;Castilla y León;Tubilla del Agua;EXHUMADA TOTAL;;5;42.73399;-3.8018723
700;Fosa en Espinosa de Cervera;Castilla y León;Espinosa de Cervera;EXHUMADA TOTAL;;4;42.73399;-3.8018723
701;Fosa 1 en San Juan del Monte;Castilla y León;San Juan del Monte;EXHUMADA TOTAL;;3;41.684414;-3.5211527
702;Fosa en el paraje El Trece;Castilla y León;Valle de Sedano;EXHUMADA TOTAL;;0;42.715427;-3.7495723
703;Fosa en el cementerio municipal de Valdenoceda;Castilla y León;Merindad de Valdivielso;EXHUMADA TOTAL;OTRO;0;42.849995;-3.6022666
704;Fosa en el Alto de la Venta;Castilla y León;Villamayor de los Montes;EXHUMADA TOTAL;;0;;
705;Fosa en el paraje Fuentearrero-Villanueva de Odra;Castilla y León;Villadiego;EXHUMADA TOTAL;;0;42.50865;-3.8018723
706;Fosa en el Cementerio de Coscojuela de Sobrarbe;Aragón;Aínsa-Sobrarbe;NO INTERVENIDA;GUERRILLERA;1;42.360916;0.15992223
707;Fosa Castillo de Torón-Cuarte;Aragón;Huesca;NO INTERVENIDA;FUSILAMIENTO;0;42.117725;-0.47083887
708;Fosa en la Pradera de los Carreteros;Castilla y León;Candeleda;NO INTERVENIDA;;1;40.15686;-5.2401805
709;Fosa en la Cueva de la Humarraña;Aragón;Montija;Sin Estado;;0;;
710;Fosa en la Cueva de la Humarraña;Aragón;Montija;Sin Estado;;0;;
711;Fosa en la Cueva de la Humarraña;Aragón;Montija;Sin Estado;;0;;
712;Fosa en la Cueva de la Humarraña;Aragón;Montija;Sin Estado;;0;;
713;Fosa en la Cueva de Humarraña;Castilla y León;Merindad de Montija;EXHUMADA TOTAL;FUSILAMIENTO;1;43.092052;-3.434028
714;Fosa Cementerio de El Grado;Aragón;Grado, El;NO INTERVENIDA;FUSILAMIENTO;4;;
715;Fosa en las ruinas del cementerio viejo de Retuerta de Bullaque;Castilla-La Mancha;Retuerta del Bullaque;EXHUMADA TOTAL;GUERRILLERA;3;39.463634;-4.4088225
716;Fosa en el cementerio nuevo de Puebla de Don Rodrigo;Castilla-La Mancha;Puebla de Don Rodrigo;EXHUMADA TOTAL;;0;39.085186;-4.6183753
717;Fosa de Escuer;Aragón;Biescas;DESAPARECIDA;FUSILAMIENTO;8;42.594364;-0.3289
718;Barranco de la Pastoreta;Aragón;Esplús;DESAPARECIDA;;10;;
719;Cementerio de Esplús;Aragón;Esplús;DESAPARECIDA;;0;;
720;Fosa a 6 km. de Mazarete, por la carretera de Alcolea a Teruel;Castilla-La Mancha;Mazarete;NO INTERVENIDA;FUSILAMIENTO;0;41.219173;-2.1566
721;Fosa junto a la ermita de la Virgen de Boinas, km.23,70 de la carretera LE-311;Castilla y León;Matallana de Torío;EXHUMADA TOTAL;;0;42.840652;-5.505372
722;Fosa en la finca del Francés, en la carretera de Rueda;Castilla y León;Medina del Campo;EXHUMADA TOTAL;;0;41.309837;-4.9136972
723;Fosa en el antiguo cementerio municipal de Colmenar Viejo;Comunidad de Madrid;Colmenar Viejo;NO INTERVENIDA;;0;40.661106;-3.7689111
724;Fosa común en el cementerio de San Lorenzo de El Escorial;Comunidad de Madrid;San Lorenzo de El Escorial;NO INTERVENIDA;;0;40.585186;-4.1278334
725;Fosa en el borde de un campo en la partida de La Cerradilla;Aragón;Langa del Castillo;NO INTERVENIDA;FUSILAMIENTO;0;41.21327;-1.39745
726;Fosa en el cementerio de Lécera;Aragón;Lécera;NO INTERVENIDA;FUSILAMIENTO;3;41.20425;-0.71122223
727;Fosa en la carretera Lécera-Muniesa;Aragón;Lécera;NO INTERVENIDA;LUCHA ARMADA;0;41.20425;-0.71122223
728;Fosa en el cementerio de Lechón;Aragón;Lechón;NO INTERVENIDA;FUSILAMIENTO;4;41.087048;-1.2830194
729;Fosa en el cementerio de Leciñena;Aragón;Leciñena;NO INTERVENIDA;FUSILAMIENTO;0;41.79988;-0.610225
730;Fosa en el cementerio de Leciñena.- 2;Aragón;Leciñena;NO INTERVENIDA;FUSILAMIENTO;7;41.79988;-0.610225
731;Fosa en el cementerio de Letux;Aragón;Letux;NO INTERVENIDA;FUSILAMIENTO;10;41.25612;-0.8016667
