id;name;ca;town;status;type;numVictims;lat;long
1;Fosa en el Cementerio de Aguadulce;Andalucía;Aguadulce;DESAPARECIDA;FUSILAMIENTO;17;37.2542;-4.9923835
2;Fosa 1 en el Cementerio viejo de El Rubio;Andalucía;Rubio, El;DESAPARECIDA;FUSILAMIENTO;31;37.2542;-4.9923835
3;Fosa en el Alto de la Colladona;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;1;37.2542;-4.9923835
4;Fosa en los alrededores de la estación de FEVE de Collazo;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;0;37.2542;-4.9923835
5;Fosa sobre el pueblo de Serrapio, AS-252 entre Km 16 y 17;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;2;43.162056;-5.6199446
6;3 Fosas en la carretera AS-252, entre los Kms 15 y 16;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;2;43.162056;-5.6199446
7;Cementerio de San Esteban;Principado de Asturias;Tapia de Casariego;NO INTERVENIDA;FUSILAMIENTO;0;43.57162;-6.9425
8;Fosa Carombu;Principado de Asturias;Amieva;NO INTERVENIDA;FUSILAMIENTO;0;43.270588;-5.1282196
9;Bocamina en Tablao (Cabañaquinta);Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;0;43.162056;-5.6199446
10;Mina Peregrina (Los Estrullones, AS-112 entre los Kms 12 y 13;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;0;43.162056;-5.6199446
11;2 fosas en  Prau Llerón (Los Estrullones, AS-112, entre los Kms 12 y13 frente a la fosa de la mina Peregrina);Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;0;43.162056;-5.6199446
12;Fosa 2 en el Cementerio viejo de El Rubio;Andalucía;Rubio, El;DESAPARECIDA;FUSILAMIENTO;2;37.357014;-4.9877586
13;;Andalucía;Rubio, El;EXHUMADA TOTAL;FUSILAMIENTO;0;37.357018;-4.987758
14;Fosa entre el Pino y la Pola, AS-253;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;0;43.111946;-5.5241666
15;;Andalucía;Rubio, El;EXHUMADA TOTAL;FUSILAMIENTO;0;37.357018;-4.98776
16; Les Escudielles, AS-253, km 13;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;2;43.162056;-5.6199446
17;Fosa de Cabacheros, AS-253, Km. 14 junto a la planta de aguas de Cuevas;Principado de Asturias;Aller;EXHUMADA PARCIAL;FUSILAMIENTO;14;43.09667;-5.4769444
18;Fosa en el Puente de la Muñeca;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;1;43.095276;-5.4747224
19;Fosa en el Lago de Isoba, LE-331, Provincia de León;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;1;43.04139;-5.3025
20;Fosa en Caborana;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;1;43.162056;-5.6199446
21;Fosa en la Llanada de Rasón, en las cercanías de Moreda;Principado de Asturias;Aller;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;2;43.162056;-5.6199446
22;Fosa en Pozo Rondero;Principado de Asturias;Aller;NO INTERVENIDA;LUCHA ARMADA;0;43.162056;-5.6199446
23;Fosa en Prado Vegachoba, cerca de Llamas;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;2;43.162056;-5.6199446
24;Fosa en el Cementerio Civil de Nembra;Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;1;43.162056;-5.6199446
25;Fosa de La Pozona (Felechosa, AS-253, entre los Kms 11 y 12, junto al colegio);Principado de Asturias;Aller;NO INTERVENIDA;FUSILAMIENTO;2;43.162064;-5.6199446
26;Fosa de El Pico en San Juan de la Arena;Principado de Asturias;Soto del Barco;NO INTERVENIDA;FUSILAMIENTO;0;43.528904;-6.0736775
27;Fosa en la carreterilla de la Estación;Andalucía;Benacazón;DESAPARECIDA;FUSILAMIENTO;0;37.35355;-6.196186
28;Fosa en el Cerro Real;Andalucía;Aguadulce;EXHUMADA TOTAL;FUSILAMIENTO;0;37.2542;-4.9923835
29;Fosa en La Llomba, Prado "Los Ferrandos";Principado de Asturias;Bimenes;EXHUMADA TOTAL;FUSILAMIENTO;1;43.531414;-5.5646863
30;Fosa en el Castañedo de Bimenes;Principado de Asturias;Bimenes;NO INTERVENIDA;FUSILAMIENTO;0;43.531414;-5.5646863
31;Fosa de La Vara;Principado de Asturias;Bimenes;NO INTERVENIDA;FUSILAMIENTO;0;43.531414;-5.5646863
32;Fosa Riega La Mina, La Acebal;Principado de Asturias;Bimenes;NO INTERVENIDA;FUSILAMIENTO;0;43.531414;-5.5646863
33;Fosa del Prado de Barrial;Principado de Asturias;Bimenes;NO INTERVENIDA;FUSILAMIENTO;0;43.531414;-5.5646863
34;Fosa en El Omerón (La Camperona);Principado de Asturias;Bimenes;NO INTERVENIDA;FUSILAMIENTO;1;43.531414;-5.5646863
35;Fosa de Pandiellu-Cabrales;Principado de Asturias;Cabrales;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;2;43.316933;-4.844803
36;Fosa en el Cementerio de Murias;Principado de Asturias;Candamo;NO INTERVENIDA;LUCHA ARMADA;0;43.43739;-6.0580807
37;Fosa en el Cementerio de San Román;Principado de Asturias;Candamo;NO INTERVENIDA;LUCHA ARMADA;0;43.43739;-6.0580807
38;Fosa en el Cementerio de Llamero;Principado de Asturias;Candamo;NO INTERVENIDA;LUCHA ARMADA;0;43.43739;-6.0580807
39;Fosa en la Cantera de San Tirso;Principado de Asturias;Candamo;NO INTERVENIDA;FUSILAMIENTO;0;43.43739;-6.0580807
40;Fosa Vellanzo;Principado de Asturias;Amieva;NO INTERVENIDA;FUSILAMIENTO;0;43.270588;-5.1282196
41;Fosa en el Puente de Sandiche;Principado de Asturias;Candamo;NO INTERVENIDA;FUSILAMIENTO;3;43.43739;-6.0580807
42;Fosa en el Cementerio Cangas de Narcea;Principado de Asturias;Cangas del Narcea;EXHUMADA PARCIAL;FUSILAMIENTO;0;43.178516;-6.549747
43;Fosa en Las Llamas;Principado de Asturias;Amieva;NO INTERVENIDA;FUSILAMIENTO;0;43.270588;-5.1282196
44;Fosa de Fávila;Principado de Asturias;Corvera de Asturias;NO INTERVENIDA;FUSILAMIENTO;0;43.51012;-5.8692417
45;Fosa en Cuetu Les Viñes;Principado de Asturias;Llanes;NO INTERVENIDA;FUSILAMIENTO;0;43.419655;-4.7540417
46;Fosa junto a la Cueva de Samoreli;Principado de Asturias;Llanes;NO INTERVENIDA;;0;43.419655;-4.7540417
47;Fosa La Canella el Traviesu;Principado de Asturias;Parres;NO INTERVENIDA;FUSILAMIENTO;0;43.390617;-5.1853194
48;Fosa extramuros del cementerio de Vega de Rengos;Principado de Asturias;Cangas del Narcea;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;5;43.178516;-6.549747
49;Fosa de Tebongo;Principado de Asturias;Cangas del Narcea;NO INTERVENIDA;FUSILAMIENTO;0;43.178516;-6.549747
50;Fosa en el Puente del Infierno;Principado de Asturias;Cangas del Narcea;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;1;43.178516;-6.549747
51;Fosa en el Puerto de Leitariegos (Trinchera de Fuente Sagrada, La Sagrada);Principado de Asturias;Cangas del Narcea;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;1;43.178516;-6.549747
52;Fosa en el Cementerio de Cangas de Onís;Principado de Asturias;Cangas de Onís;NO INTERVENIDA;FUSILAMIENTO;0;43.351646;-5.1271667
53;Fosa de Sobrepiedra en Cangas de Onís;Principado de Asturias;Cangas de Onís;NO INTERVENIDA;FUSILAMIENTO;5;43.351646;-5.1271667
54;Fosa en Cerro Filispardi, (Puerto de Tarna);Principado de Asturias;Caso;NO INTERVENIDA;LUCHA ARMADA;0;43.183994;-5.343425
55;Fosa El Caspíu, en la calzada romana;Principado de Asturias;Caso;NO INTERVENIDA;FUSILAMIENTO;1;43.183994;-5.343425
56;Fosa en Vistalegre;Principado de Asturias;Parres;NO INTERVENIDA;FUSILAMIENTO;0;43.390617;-5.1853194
57;Fosa La Lloba, Junto a la gasolinera, junto a un nido de ametralladoras de la guerra, carretera AS-632;Principado de Asturias;Castrillón;NO INTERVENIDA;FUSILAMIENTO;2;43.56084;-5.9726863
58;Fosas en el Pinar de Salinas;Principado de Asturias;Castrillón;NO INTERVENIDA;FUSILAMIENTO;1;43.56084;-5.9726863
59;Fosa en Pillarno;Principado de Asturias;Castrillón;NO INTERVENIDA;FUSILAMIENTO;0;43.56084;-5.9726863
60;Fosa en el Cementerio de Castropol;Principado de Asturias;Castropol;NO INTERVENIDA;FUSILAMIENTO;0;43.529552;-7.0280776
61;Cementerio de Barres (Figueras);Principado de Asturias;Castropol;NO INTERVENIDA;FUSILAMIENTO;0;43.529552;-7.0280776
62;Fosa de Fontecha;Principado de Asturias;Colunga;Sin Estado;;0;43.48591;-5.2713556
63;Fosa de Puente Meiro;Principado de Asturias;Coaña;Sin Estado;FUSILAMIENTO;0;43.517776;-6.7552776
64;Fosa en el cementerio de Trelles;Principado de Asturias;Coaña;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;1;43.515877;-6.7507777
65;Cementerio de Mohías;Principado de Asturias;Coaña;NO INTERVENIDA;FUSILAMIENTO;2;43.515877;-6.7507777
66;Fosa en el cementerio de Folgueras;Principado de Asturias;Coaña;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;2;43.515877;-6.7507777
67;Fosa en el Cementerio de Coaña;Principado de Asturias;Coaña;NO INTERVENIDA;FUSILAMIENTO;0;43.515877;-6.7507777
68;Cementerio de San Martín de Luiña;Principado de Asturias;Cudillero;Sin Estado;;0;43.563393;-6.145056
69;Fosa de la Concha de Artello;Principado de Asturias;Cudillero;NO INTERVENIDA;FUSILAMIENTO;0;43.563393;-6.145056
70;Cementerio de Degaña;Principado de Asturias;Degaña;Sin Estado;;0;42.94176;-6.5692124
71;Fosa en el Cementerio Civil de la Caridad;Principado de Asturias;Franco, El;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;3;43.552795;-6.8277526
72;Cementerio de Ceares;Principado de Asturias;Gijón;NO INTERVENIDA;FUSILAMIENTO;0;43.537193;-5.6608944
73;Fosa en el Cementerio de Jove;Principado de Asturias;Gijón;NO INTERVENIDA;FUSILAMIENTO;0;43.537193;-5.6608944
74;Fosa en el Cementerio de Tremañes;Principado de Asturias;Gijón;NO INTERVENIDA;FUSILAMIENTO;0;43.537193;-5.6608944
75;Fosa en el Cementerio de Porceyo;Principado de Asturias;Gijón;NO INTERVENIDA;FUSILAMIENTO;0;43.537193;-5.6608944
76;Fosa en el Cementerio de Cenero;Principado de Asturias;Gijón;NO INTERVENIDA;FUSILAMIENTO;0;43.537193;-5.6608944
77;Fosa en el Cementerio de Roces;Principado de Asturias;Gijón;NO INTERVENIDA;FUSILAMIENTO;0;43.537193;-5.6608944
78;Fosa en la Finca El CantónSerín (barrio "El Gallinal");Principado de Asturias;Gijón;EXHUMADA TOTAL;FUSILAMIENTO;1;43.537193;-5.6608944
79;Fosa en La Pedrera, (Finca de los Rodriguez San Pedro);Principado de Asturias;Gijón;NO INTERVENIDA;FUSILAMIENTO;2;43.537193;-5.6608944
80;La Camocha;Principado de Asturias;Gijón;NO INTERVENIDA;FUSILAMIENTO;0;43.537193;-5.6608944
81;Fosa en la urbanización de Verdicio, en Tenrero;Principado de Asturias;Gozón;NO INTERVENIDA;;0;43.615112;-5.7913446
82;Fosa en El Estrellín;Principado de Asturias;Gozón;NO INTERVENIDA;;0;43.615112;-5.7913446
83;Fosa El Fornón;Principado de Asturias;Gozón;NO INTERVENIDA;;0;43.615112;-5.7913446
84;Fosa de Meneses de Campos;Castilla y León;Meneses de Campos;EXHUMADA TOTAL;;0;41.94247;-4.9180274
85;Fosa común de Verdicio;Principado de Asturias;Gozón;NO INTERVENIDA;FUSILAMIENTO;0;43.615112;-5.7913446
86;Fosa en Cabo Peñas;Principado de Asturias;Gozón;NO INTERVENIDA;FUSILAMIENTO;0;43.615112;-5.7913446
87;Fosa en el Cementerio Civil de Grao;Principado de Asturias;Gozón;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
88;Fosa en el Cementerio Civil de Grao;Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
89;Fosa en el Cementerio de Nueva de Llanes;Principado de Asturias;Grado;NO INTERVENIDA;;0;43.419655;-4.7540417
90;"La Dosal de Momalo" (Momalo);Principado de Asturias;Grado;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;12;43.38949;-6.0685472
91;Fosa de Santianes de Molenes, extramuros del cementerio;Principado de Asturias;Grado;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;7;43.38949;-6.0685472
92;Fosa en Las Villas (La Noceda);Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
93;Fosa en Robledo (Noceda);Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
94;Fosa de Villamarín (Noceda);Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
95;Fosa en el pinar de la Nava;Castilla y León;Nava del Rey;EXHUMADA TOTAL;;4;41.331284;-5.0792193
96;Llantrales-La Mata. ;Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;25;43.389492;-6.0685472
97;Fosa en Adanero;Castilla y León;Adanero;DESAPARECIDA;;0;40.945286;-4.603775
98;Fosa junto al cementerio de El Bohodón;Castilla y León;Bohodón, El;EXHUMADA TOTAL;;1;40.91646;-4.7284665
99;Fosa en cementerio de Lomas;Castilla y León;Lomas;EXHUMADA TOTAL;;3;42.27495;-4.549508
100;PUENTE DE COMPASQUILLO;Castilla y León;Pedraja de Portillo, La;EXHUMADA TOTAL;;0;41.47206;-4.6454334
101;Fosa en el monte, camino a 5 kms en la carretera de Santa Cruz de la Salceda;Castilla y León;Vadocondes;EXHUMADA TOTAL;;0;41.64094;-3.5715277
102;CERCA DEL CEMENTERIO;Castilla y León;Velilla;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;3;41.559834;-5.0028944
103;Fosa en el paraje "La mata de las muertas";Castilla y León;Boecillo;EXHUMADA TOTAL;;2;41.54155;-4.6981416
104;Fosa en "El Rodaco";Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;1;43.38949;-6.0685472
105;Fosa en "El Bravón de la Fuente" (Cabruñana);Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
106;Fosa "Las Coruxeras" en Grao capital, paseo paralelo al río;Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
107;Fosa de Ambás;Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
108;Fosa en el monte de La Planta de Quintanilla de Abajo;Castilla y León;Quintanilla de Onésimo;EXHUMADA TOTAL;FUSILAMIENTO;6;41.62644;-4.362464
109;Fosa de Somines, junto a la casa La Parrada;Principado de Asturias;Grado;NO INTERVENIDA;FUSILAMIENTO;0;43.38949;-6.0685472
110;Fosa 1 en el Alto del Acebo;Principado de Asturias;Grandas de Salime;EXHUMADA TOTAL;FUSILAMIENTO;15;43.21859;-6.873775
111;Fosa en el Cementerio de Balsera;Principado de Asturias;Regueras, Las;NO INTERVENIDA;FUSILAMIENTO;0;43.415295;-5.96765
112;Fosa en el Cementerio de Valduno;Principado de Asturias;Regueras, Las;NO INTERVENIDA;FUSILAMIENTO;0;43.415295;-5.96765
113;Cementerio Santullano;Principado de Asturias;Regueras, Las;NO INTERVENIDA;;0;43.415295;-5.96765
114;Fosa en el Cementerio de Biedes;Principado de Asturias;Regueras, Las;NO INTERVENIDA;FUSILAMIENTO;0;43.415295;-5.96765
115;Fosa en el Cementerio de San Pedro de Nora;Principado de Asturias;Regueras, Las;NO INTERVENIDA;LUCHA ARMADA;0;43.415295;-5.96765
116;Fosa en Landrio, El Molín de Xilu;Principado de Asturias;Regueras, Las;NO INTERVENIDA;FUSILAMIENTO;8;43.415295;-5.96765
117;Fosa en "Las Ablanosas";Principado de Asturias;Regueras, Las;NO INTERVENIDA;FUSILAMIENTO;0;43.415295;-5.96765
118;El Pradón de los Vascos (Areces);Principado de Asturias;Regueras, Las;EXHUMADA PARCIAL;;0;43.415295;-5.96765
119;Pozo Funeres (Peñamayor);Principado de Asturias;Laviana;NO INTERVENIDA;FUSILAMIENTO;8;43.245937;-5.5619555
120;Fosa de la curva El Retorturiu (Barredos). As-17;Principado de Asturias;Laviana;NO INTERVENIDA;FUSILAMIENTO;0;43.256668;-5.568333
121;Fosa en la Cueva del Nozalín (Peñamayor);Principado de Asturias;Laviana;NO INTERVENIDA;FUSILAMIENTO;0;43.245937;-5.5619555
122;Fosa junto a la Cueva del Cucuruxu;Principado de Asturias;Laviana;NO INTERVENIDA;FUSILAMIENTO;2;43.245937;-5.561956
123;Fosa en los montes de Laviana;Principado de Asturias;Laviana;NO INTERVENIDA;;0;43.245937;-5.5619555
124;Fosa en el Cementerio de Tiraña;Principado de Asturias;Laviana;DESAPARECIDA;FUSILAMIENTO;14;43.245937;-5.5619555
125;Cementerio de Columbiello;Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;0;43.16044;-5.8277335
126;Cementerio de Naveo;Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;2;43.16044;-5.827733
127;Cementerio de Pola de Lena;Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;0;43.16044;-5.8277335
128;Cementerio de San Martino;Principado de Asturias;Lena;DESAPARECIDA;;1;43.184166;-5.818333
129;Fosa extramuros del cementerio de Campomanes;Principado de Asturias;Lena;DESAPARECIDA;FUSILAMIENTO;1;43.103333;-5.8175
130;Fosa en el Monte de San Luis;Castilla y León;Villabrágima;EXHUMADA TOTAL;FUSILAMIENTO;1;41.823116;-5.114325
131;Fosa de la Rocinera (a orillas de la carretera de Campomanes a Sotiello);Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;1;43.16044;-5.8277335
132;Fosa de El Salto EL Diablu (cerca de Rios Pasos en el Puerto de la Cubilla);Principado de Asturias;Lena;Sin Estado;;0;43.019165;-5.8919444
133;Fosa de El Chaposo (Campomanes);Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;2;43.16044;-5.8277335
134;Fosa de Los Peñones (carretera de Campomanes al Puerto de La Cubilla);Principado de Asturias;Lena;NO INTERVENIDA;LUCHA ARMADA;0;43.16044;-5.8277335
135;Fosa de Puente Cherón;Principado de Asturias;Lena;NO INTERVENIDA;LUCHA ARMADA;0;43.16044;-5.827733
136;Fosa de La Ceposa;Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;2;43.09;-5.819722
137;Fosa de la curva El Cantu (cerca de Sotiello, en la carretera del Puerto de La Cubilla);Principado de Asturias;Lena;Sin Estado;;0;43.094723;-5.8227777
138;Fosa de Vegacales N-630, entre los Kms. 71 y 72);Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;8;43.16044;-5.8277335
139; 2 Fosas en Parasimón (Nacional 630, Km 84,50);Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;2;43.16044;-5.8277335
140;Fosa en Parasimón (N-630, Km. 84,50);Principado de Asturias;Lena;Sin Estado;;0;43.16044;-5.8277335
141;Fosa de Busdongo-Arbás(N-630, entre los Kms. 89 y 90);Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;1;43.16044;-5.8277335
142;Fosa de la curva El Cutu (N-630, entre los Kms 71 y 72);Principado de Asturias;Lena;NO INTERVENIDA;FUSILAMIENTO;0;43.16044;-5.8277335
143;Fosa de la curva La Casa (N-630, entre los Kms 81 y 82);Principado de Asturias;Lena;Sin Estado;;0;43.16044;-5.8277335
144;Fosa en el cementerio de Baquerín de Campos;Castilla y León;Baquerín de Campos;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;7;42.017178;-4.780786
145;Fosa de los Caleros (Las Cuestas-Herías);Principado de Asturias;Lena;Sin Estado;;0;43.16044;-5.8277335
146;Fosa de la zona de Fuente les Culiebres;Principado de Asturias;Lena;Sin Estado;;0;43.16044;-5.8277335
147;Fosa en el Cementerio de Camplengo;Principado de Asturias;Llanes;NO INTERVENIDA;FUSILAMIENTO;0;43.419655;-4.7540417
148;Fosa en el Cementerio de Parres;Principado de Asturias;Llanes;NO INTERVENIDA;FUSILAMIENTO;0;43.419655;-4.7540417
149;Fosa de San Roque del Acebal;Principado de Asturias;Llanes;NO INTERVENIDA;FUSILAMIENTO;0;43.419655;-4.7540417
150;Fosa de la Coveriza, Posada de Llanes;Principado de Asturias;Llanes;EXHUMADA TOTAL;;8;43.41966;-4.7540417
151;Fosa de El Arrobu-Niembro;Principado de Asturias;Llanes;NO INTERVENIDA;FUSILAMIENTO;0;43.41966;-4.7540417
152;Fosa de Caldueñu;Principado de Asturias;Llanes;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;1;43.419655;-4.7540417
153;Fosa Ardisana;Principado de Asturias;Llanes;DESAPARECIDA;FUSILAMIENTO;4;43.41966;-4.7540417
154;Fosa en el antiguo Cementerio de Vibaño;Principado de Asturias;Llanes;DESAPARECIDA;FUSILAMIENTO;1;43.41966;-4.7540417
155;Fosa 'El Borizu';Principado de Asturias;Llanes;DESAPARECIDA;FUSILAMIENTO;1;43.41966;-4.7540417
156;Cementerio de La Borbolla;Principado de Asturias;Llanes;NO INTERVENIDA;FUSILAMIENTO;0;43.419655;-4.7540417
157;Fosa en el paraje Llosa de Pita;Principado de Asturias;Llanes;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;5;43.41966;-4.7540417
158;Fosa de Llosa Pelexo-Viango;Principado de Asturias;Llanes;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;5;43.41966;-4.7540417
159;Fosa en la parte trasera del cementerio de Santa Cruz de Llanera;Principado de Asturias;Llanera;NO INTERVENIDA;LUCHA ARMADA;1;43.440968;-5.850411
160;Fosa en Fuente El Sol;Castilla y León;Fuente el Sol;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;11;41.177578;-4.9324913
161;Fosa en la carretera de Los Guisarros a Posada de Llanera;Principado de Asturias;Llanera;NO INTERVENIDA;FUSILAMIENTO;1;43.440968;-5.850411
162;Fosa en Tabladiello;Principado de Asturias;Llanera;NO INTERVENIDA;FUSILAMIENTO;1;43.440968;-5.850411
163;Cementerio de Vegadotos;Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;3;43.252663;-5.775339
164;Fosa en cementerio de Guaza de Campos;Castilla y León;Guaza de Campos;EXHUMADA TOTAL;REPRESALIA EN RETAGUARDIA;8;42.134464;-4.9080834
165;Cementerio de Villapendi;Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;1;43.252663;-5.775339
166;Fosa de la Campa de Urbiés, en el alto entre Urbiés y La Fresnosa;Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;2;43.252663;-5.775339
167;Fosa de la Reguerona, Santullano, (AS-242, entre los Kms 21 y 22);Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;0;43.252663;-5.775339
168;Pozo Fortuna;Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;13;43.214443;-5.6925
169;Fosa junto al Pozo Fortuna (pasando el puente, en la margen derecha del río a la derecha);Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;0;43.21472;-5.6919446
170;Fosa del patio del colegio de los frailes. Turón;Principado de Asturias;Mieres;DESAPARECIDA;FUSILAMIENTO;1;43.252663;-5.775339
171;Fosa de los Corrales, San Andrés. Turón;Principado de Asturias;Mieres;DESAPARECIDA;FUSILAMIENTO;1;43.252663;-5.775339
172;Fosa de Aurelio el del control, en la Caleyina La Veguina (Turón);Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;1;;
173;Fosa del Llano La Tabla, Seana, en la zona de Nicolasa;Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;6;;
174;Fosa de La Llosa La Portilla, al lado de La Escaldaina, Tablao;Principado de Asturias;Mieres;NO INTERVENIDA;FUSILAMIENTO;2;;
175;Fosa en el Cementerio Musulmán de Barcia;Principado de Asturias;Valdés;NO INTERVENIDA;LUCHA ARMADA;0;43.54562;-6.5336585
176;Fosa de la Collá, entre La Collaína y La Lloreda;Principado de Asturias;Morcín;EXHUMADA TOTAL;FUSILAMIENTO;2;43.282063;-5.878961
177;Fosa junto al refugio de Los Praiquinos (Monte La Raíz);Principado de Asturias;Morcín;EXHUMADA TOTAL;FUSILAMIENTO;2;43.282063;-5.878961
178;Fosa en el cementerio de Nava;Principado de Asturias;Nava;NO INTERVENIDA;;6;43.359295;-5.505025
179;Zona de la Riega del Pendón;Principado de Asturias;Morcín;EXHUMADA PARCIAL;;0;43.282063;-5.878961
180;Cementerio de Anleo;Principado de Asturias;Navia;NO INTERVENIDA;FUSILAMIENTO;0;43.54008;-6.72265
181;Fosa de Tox (a 800 metros de la entrada de Tox);Principado de Asturias;Navia;NO INTERVENIDA;FUSILAMIENTO;0;43.54008;-6.72265
182;Fosa de la Playa de Frejulfre;Principado de Asturias;Navia;NO INTERVENIDA;FUSILAMIENTO;0;43.54008;-6.72265
183;Fosa de la zona de Las Cañosas (Puerto de Vega);Principado de Asturias;Navia;NO INTERVENIDA;REPRESALIA EN RETAGUARDIA;2;43.54008;-6.72265
184;Prado del Llagarón;Principado de Asturias;Noreña;NO INTERVENIDA;FUSILAMIENTO;1;43.395557;-5.71
185;Fosa de Pozu Molín, junto a la Iglesia de Santa María, en el río;Principado de Asturias;Noreña;NO INTERVENIDA;FUSILAMIENTO;1;43.394318;-5.706486
186;Fosa en la Avda. de Oviedo, hacia el nº 28;Principado de Asturias;Noreña;DESAPARECIDA;FUSILAMIENTO;0;43.394318;-5.706486
187;Cementerio de San Salvador;Principado de Asturias;Oviedo;NO INTERVENIDA;EJECUCION;1014;43.36155;-5.850636
188;Cementerio de San Pedro de los Arcos;Principado de Asturias;Oviedo;TRASLADADA AL VALLE DE LOS CAÍDOS;FUSILAMIENTO;0;43.361553;-5.850636
189;Fosa en trinchera en San Esteban de las Cruces (AS-242, entre los Kms. 1 y 2);Principado de Asturias;Oviedo;NO INTERVENIDA;LUCHA ARMADA;0;43.361553;-5.850636
190;Fosa en los terrenos de TVE en Asturias;Principado de Asturias;Oviedo;NO INTERVENIDA;FUSILAMIENTO;1;43.361553;-5.850636
191;Fosa en una cantera cerca de Trubia (AS-228, Km 6,300);Principado de Asturias;Oviedo;NO INTERVENIDA;FUSILAMIENTO;0;43.361553;-5.850636
192;Fosa en la Fábrica de Explosivos de la Manjoya, sitio 15 de la dinamita;Principado de Asturias;Oviedo;NO INTERVENIDA;FUSILAMIENTO;3;43.361553;-5.850636
193;Fosa La Lloral;Principado de Asturias;Oviedo;NO INTERVENIDA;OTRO;0;43.361553;-5.850636
194;Fosa de Sograndio;Principado de Asturias;Oviedo;NO INTERVENIDA;FUSILAMIENTO;0;43.361553;-5.850636
195;Fosa en el Cementerio de Arriondas;Principado de Asturias;Parres;DESAPARECIDA;FUSILAMIENTO;1;43.390617;-5.1853194
196;Fosa de la Morca, prado "La Portiellina";Principado de Asturias;Parres;NO INTERVENIDA;FUSILAMIENTO;0;43.390617;-5.1853194
197;Fosa el Ceñal;Principado de Asturias;Parres;NO INTERVENIDA;FUSILAMIENTO;0;43.390617;-5.1853194
